what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336836328401
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1336836334017
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336836338010
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336836341988
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1336836352585
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1336836356724
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336836372048
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1336836379930
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336836390304
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336836393923
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1336836413812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336836418866
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1336836424342
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336836432891
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1336836440151
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336836453397
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336836511783
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336836513093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336836514528
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336836524331
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336836532029
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336836559056
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1336836560912
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336836573922
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336836576153
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336836602064
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336836636961
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1336836653102
